Student ID,Subject,Exam Score,Assignment Score,Participation Score,Attendance Score
51,Computer Science,36,0,5,14
52,Math,61,2,10,1
52,Physics,75,1,3,16
52,Chemistry,42,8,6,14
52,Biology,58,3,1,14
52,English,51,2,16,11
52,History,85,4,14,15
52,Computer Science,88,3,5,18
53,Math,86,4,2,0
53,Physics,87,5,14,1
53,Chemistry,90,2,16,11
53,Biology,47,7,13,16
53,English,82,7,14,13
53,History,79,3,6,2
53,Computer Science,93,4,2,19
54,Math,75,8,13,6
54,Physics,46,3,3,8
54,Chemistry,67,8,1,7
54,Biology,40,0,7,17
54,English,93,1,13,14
54,History,67,8,0,5
54,Computer Science,70,7,10,18
55,Math,70,0,11,13
55,Physics,61,5,19,0
55,Chemistry,69,1,0,1
55,Biology,62,8,12,0
55,English,55,5,6,1
55,History,67,6,13,17
55,Computer Science,44,1,9,11
56,Math,78,7,10,2
56,Physics,35,8,5,8
56,Chemistry,61,8,17,11
56,Biology,37,7,17,19
56,English,91,6,10,19
56,History,33,5,2,8
56,Computer Science,89,9,13,10
57,Math,41,6,11,12
57,Physics,54,2,18,13
57,Chemistry,74,7,18,11
57,Biology,99,1,18,4
57,English,85,8,2,9
57,History,64,5,14,0
57,Computer Science,36,0,19,4
58,Math,33,3,17,16
58,Physics,80,8,3,1
58,Chemistry,95,1,3,5
58,Biology,68,9,18,18
58,English,87,5,11,2
58,History,47,7,14,0
58,Computer Science,55,7,3,15
59,Math,71,1,4,4
59,Physics,67,8,14,13
59,Chemistry,31,6,5,16
59,Biology,57,1,2,4
59,English,34,0,7,11
59,History,85,3,12,14
59,Computer Science,60,9,2,13
60,Math,39,8,0,4
60,Physics,49,7,10,11
60,Chemistry,30,8,19,10
60,Biology,66,4,11,4
60,English,78,0,11,14
60,History,35,3,17,13
60,Computer Science,31,8,4,19
61,Math,55,0,2,5
61,Physics,88,4,0,16
61,Chemistry,80,9,19,17
61,Biology,72,1,17,6
61,English,85,1,11,5
61,History,52,3,15,17
61,Computer Science,37,1,0,7
62,Math,58,5,4,14
62,Physics,76,1,0,10
62,Chemistry,59,1,17,16
62,Biology,55,7,14,7
62,English,75,3,0,0
62,History,48,4,15,4
62,Computer Science,91,1,17,5
63,Math,92,8,0,8
63,Physics,77,8,12,8
63,Chemistry,97,1,5,13
63,Biology,33,5,18,5
63,English,42,8,18,12
63,History,30,7,6,14
63,Computer Science,94,9,6,14
64,Math,50,2,0,16
64,Physics,64,5,10,2
64,Chemistry,95,8,2,7
64,Biology,77,1,5,11
64,English,34,1,15,4
64,History,73,3,14,10
64,Computer Science,77,6,5,13
65,Math,72,4,10,15
65,Physics,76,4,14,3
65,Chemistry,80,3,12,18
65,Biology,63,3,15,19
65,English,56,2,7,15
65,History,65,1,1,16
65,Computer Science,33,9,10,6
66,Math,68,6,16,9
66,Physics,90,9,3,19
66,Chemistry,97,5,6,0
66,Biology,73,7,12,9
66,English,76,6,8,8
66,History,44,9,9,7
66,Computer Science,53,0,4,3
67,Math,79,7,18,3
67,Physics,89,6,9,17
67,Chemistry,48,3,9,0
67,Biology,84,1,4,14
67,English,78,2,11,1
67,History,62,6,16,15
67,Computer Science,66,2,6,10
68,Math,39,8,13,12
68,Physics,86,8,1,2
68,Chemistry,36,4,17,2
68,Biology,71,5,6,8
68,English,53,2,3,5
68,History,71,6,12,13
68,Computer Science,65,7,4,0
69,Math,65,2,8,7
69,Physics,99,8,6,3
69,Chemistry,42,0,1,4
69,Biology,73,4,7,5
69,English,79,2,11,2
69,History,99,1,11,1
69,Computer Science,64,1,19,7
70,Math,51,9,3,4
70,Physics,60,8,15,9
70,Chemistry,91,8,15,11
70,Biology,46,7,19,2
70,English,45,6,18,7
70,History,34,3,7,11
70,Computer Science,94,8,19,5
71,Math,51,1,7,6
71,Physics,61,0,15,11
71,Chemistry,67,3,1,13
71,Biology,65,0,17,12
71,English,95,8,1,8
71,History,94,2,19,3
71,Computer Science,84,5,2,10
72,Math,44,5,4,19
72,Physics,41,0,9,5
72,Chemistry,74,2,9,13
72,Biology,35,2,15,6
72,English,81,8,14,2
72,History,95,1,2,17
72,Computer Science,49,1,9,1
73,Math,54,5,0,3
73,Physics,43,0,13,15
73,Chemistry,83,3,2,2
73,Biology,70,5,12,1
73,English,37,4,1,3
73,History,54,3,12,11
73,Computer Science,61,3,17,5
74,Math,61,1,18,18
74,Physics,34,2,1,9
74,Chemistry,31,1,14,8
74,Biology,38,2,8,13
74,English,36,0,3,3
74,History,69,0,4,6
74,Computer Science,81,3,3,5
75,Math,79,4,19,2
75,Physics,36,5,13,6
75,Chemistry,34,6,1,5
75,Biology,50,9,6,4
75,English,94,4,17,12
75,History,82,1,4,12
75,Computer Science,61,3,16,2
76,Math,89,4,19,3
76,Physics,63,3,15,17
76,Chemistry,81,5,9,9
76,Biology,42,0,8,16
76,English,38,8,0,1
76,History,89,0,9,17
76,Computer Science,87,7,10,1
77,Math,37,5,7,16
77,Physics,46,6,12,18
77,Chemistry,98,0,4,7
77,Biology,72,0,12,18
77,English,53,2,16,4
77,History,49,4,7,13
77,Computer Science,40,3,14,18
78,Math,36,2,18,10
78,Physics,87,4,4,7
78,Chemistry,93,9,5,14
78,Biology,37,7,8,1
78,English,79,2,16,3
78,History,97,8,8,17
78,Computer Science,39,4,3,11
79,Math,31,5,12,15
79,Physics,61,1,10,9
79,Chemistry,44,0,7,17
79,Biology,84,8,7,13
79,English,51,3,19,11
79,History,61,2,13,16
79,Computer Science,50,2,6,16
80,Math,41,8,14,17
80,Physics,50,4,7,13
80,Chemistry,36,6,11,10
80,Biology,51,8,12,17
80,English,31,4,14,19
80,History,56,1,14,18
80,Computer Science,52,7,11,12
81,Math,51,4,0,2
81,Physics,92,5,18,6
81,Chemistry,54,4,14,7
81,Biology,87,7,0,11
81,English,34,2,0,3
81,History,93,9,1,10
81,Computer Science,39,4,13,6
82,Math,56,1,8,15
82,Physics,42,8,19,3
82,Chemistry,87,5,11,16
82,Biology,43,8,1,19
82,English,45,2,5,18
82,History,87,3,14,3
82,Computer Science,49,9,2,4
83,Math,83,7,6,9
83,Physics,67,3,12,19
83,Chemistry,46,6,6,3
83,Biology,43,2,4,15
83,English,87,6,19,3
83,History,53,1,17,18
83,Computer Science,60,2,16,13
84,Math,51,7,12,11
84,Physics,59,9,5,3
84,Chemistry,93,2,15,12
84,Biology,84,0,0,17
84,English,92,3,16,14
84,History,86,5,12,0
84,Computer Science,46,5,3,19
85,Math,76,5,14,13
85,Physics,38,9,15,4
85,Chemistry,90,9,17,2
85,Biology,99,0,12,18
85,English,48,9,2,13
85,History,55,2,4,4
85,Computer Science,78,4,9,4
86,Math,99,9,3,6
86,Physics,68,1,2,0
86,Chemistry,53,8,3,5
86,Biology,70,5,13,11
86,English,89,8,19,3
86,History,59,7,11,9
86,Computer Science,59,5,6,2
87,Math,84,7,9,15
87,Physics,45,5,9,12
87,Chemistry,99,8,12,3
87,Biology,85,3,17,10
87,English,86,4,3,17
87,History,62,6,5,14
87,Computer Science,61,7,10,19
88,Math,44,6,9,11
88,Physics,43,8,4,17
88,Chemistry,98,2,4,16
88,Biology,48,2,11,8
88,English,62,1,3,9
88,History,62,0,1,10
88,Computer Science,70,6,16,16
89,Math,99,5,1,0
89,Physics,34,1,15,1
89,Chemistry,45,2,6,11
89,Biology,69,5,9,2
89,English,93,2,16,6
89,History,50,3,3,13
89,Computer Science,44,7,7,14
90,Math,43,8,7,16
90,Physics,92,1,2,7
90,Chemistry,73,0,9,19
90,Biology,35,6,19,17
90,English,72,2,4,18
90,History,40,7,11,9
90,Computer Science,37,7,8,3
91,Math,84,8,14,14
91,Physics,77,7,17,9
91,Chemistry,89,3,5,11
91,Biology,31,6,15,2
91,English,32,1,10,7
91,History,62,0,7,4
91,Computer Science,61,4,3,5
92,Math,48,8,11,10
92,Physics,75,6,15,0
92,Chemistry,92,6,12,1
92,Biology,33,5,4,2
92,English,97,8,19,1
92,History,55,4,2,8
92,Computer Science,79,5,18,11
93,Math,40,1,14,11
93,Physics,32,9,15,0
93,Chemistry,64,3,1,8
93,Biology,80,1,10,15
93,English,51,0,4,11
93,History,40,2,0,19
93,Computer Science,45,1,1,2
94,Math,69,7,14,6
94,Physics,99,8,19,0
94,Chemistry,92,2,3,14
94,Biology,67,4,2,13
94,English,43,3,11,16
94,History,68,8,2,12
94,Computer Science,35,6,1,13
95,Math,67,3,7,2
95,Physics,48,3,16,7
95,Chemistry,43,9,5,15
95,Biology,80,2,9,18
95,English,57,3,12,6
95,History,92,8,18,14
95,Computer Science,43,7,5,3
96,Math,69,0,8,0
96,Physics,81,8,13,10
96,Chemistry,82,2,8,13
96,Biology,70,3,3,7
96,English,31,8,13,8
96,History,84,0,15,11
96,Computer Science,64,1,4,15
97,Math,49,4,2,11
97,Physics,62,4,8,8
97,Chemistry,97,2,16,1
97,Biology,94,7,12,14
97,English,69,5,11,13
97,History,76,8,18,19
97,Computer Science,51,7,18,5
98,Math,49,8,18,3
98,Physics,84,6,3,11
98,Chemistry,74,2,11,1
98,Biology,63,6,8,0
98,English,67,5,17,16
98,History,90,5,7,18
98,Computer Science,94,8,12,16
99,Math,69,2,15,12
99,Physics,85,0,12,5
99,Chemistry,78,0,7,10
99,Biology,49,0,6,16
99,English,93,9,10,8
99,History,38,7,4,16
99,Computer Science,70,0,18,6
100,Math,84,8,6,12
100,Physics,93,2,10,12
100,Chemistry,75,0,7,11
100,Biology,48,7,7,12
100,English,41,0,12,6
100,History,98,7,13,12
100,Computer Science,76,6,16,14
101,Math,47,1,3,0
101,Physics,65,1,4,18
101,Chemistry,57,7,19,16
101,Biology,44,8,6,1
101,English,92,8,9,1
101,History,80,9,13,17
101,Computer Science,80,5,8,6
102,Math,57,2,19,5
102,Physics,56,4,1,5
102,Chemistry,32,7,1,16
102,Biology,70,2,10,0
102,English,84,9,4,16
102,History,54,6,5,10
102,Computer Science,47,3,2,12
103,Math,82,5,11,1
103,Physics,61,2,2,11
103,Chemistry,70,6,7,10
103,Biology,77,9,3,0
103,English,53,6,1,4
103,History,36,3,4,0
103,Computer Science,94,3,18,9
104,Math,89,1,2,10
104,Physics,40,0,16,5
104,Chemistry,93,4,7,1
104,Biology,77,3,11,5
104,English,94,3,16,12
104,History,79,4,2,10
104,Computer Science,74,3,13,10
105,Math,93,9,18,17
105,Physics,35,4,9,4
105,Chemistry,66,9,4,2
105,Biology,35,3,17,8
105,English,58,3,16,12
105,History,51,3,4,4
105,Computer Science,78,1,12,18
106,Math,32,9,1,12
106,Physics,80,9,16,13
106,Chemistry,50,6,3,18
106,Biology,30,7,2,12
106,English,40,3,18,16
106,History,53,9,18,4
106,Computer Science,37,4,16,4
107,Math,65,5,18,1
107,Physics,40,5,12,14
107,Chemistry,41,5,10,6
107,Biology,34,0,19,8
107,English,75,9,11,5
107,History,46,2,18,15
107,Computer Science,81,5,3,5
108,Math,62,7,14,10
108,Physics,93,8,18,17
108,Chemistry,80,4,13,17
108,Biology,80,3,6,12
108,English,64,8,7,19
108,History,74,0,16,16
108,Computer Science,48,5,2,4
109,Math,42,6,15,17
109,Physics,51,5,10,2
109,Chemistry,83,9,9,15
109,Biology,95,8,2,14
109,English,64,2,17,7
109,History,55,0,7,6
109,Computer Science,59,6,2,0
110,Math,65,8,4,0
110,Physics,44,4,12,7
110,Chemistry,37,4,8,0
110,Biology,65,2,1,7
110,English,52,8,1,13
110,History,33,5,10,2
110,Computer Science,32,1,12,18
111,Math,45,1,7,16
111,Physics,63,9,15,5
111,Chemistry,89,1,1,12
111,Biology,85,1,6,2
111,English,37,6,13,6
111,History,82,6,0,16
111,Computer Science,59,4,12,18
112,Math,82,2,16,9
112,Physics,39,3,7,19
112,Chemistry,49,1,13,17
112,Biology,57,3,14,3
112,English,88,6,7,17
112,History,41,6,13,1
112,Computer Science,78,8,16,17
113,Math,67,0,17,7
113,Physics,70,5,4,11
113,Chemistry,93,8,0,10
113,Biology,48,8,1,11
113,English,97,3,17,14
113,History,80,2,16,5
113,Computer Science,85,2,4,16
114,Math,87,6,0,9
114,Physics,76,6,10,12
114,Chemistry,62,7,11,10
114,Biology,46,3,14,8
114,English,50,3,18,18
114,History,41,4,9,16
114,Computer Science,77,6,8,2
115,Math,76,1,13,2
115,Physics,42,1,4,12
115,Chemistry,60,1,15,8
115,Biology,67,5,0,3
115,English,74,1,8,7
115,History,36,3,17,2
115,Computer Science,57,5,11,11
116,Math,50,7,0,3
116,Physics,50,2,12,16
116,Chemistry,83,9,11,14
116,Biology,82,9,13,12
116,English,66,5,1,16
116,History,43,9,2,2
116,Computer Science,46,5,19,10
117,Math,54,3,5,0
117,Physics,57,0,7,11
117,Chemistry,56,5,9,14
117,Biology,63,4,5,6
117,English,54,0,6,19
117,History,86,4,3,12
117,Computer Science,36,3,14,18
118,Math,61,7,0,7
118,Physics,74,5,3,7
118,Chemistry,96,8,1,1
118,Biology,57,6,11,3
118,English,38,6,4,19
118,History,79,5,8,16
118,Computer Science,88,9,11,6
119,Math,86,9,9,12
119,Physics,40,4,7,7
119,Chemistry,97,0,16,14
119,Biology,81,5,14,8
119,English,75,1,16,17
119,History,34,3,19,8
119,Computer Science,83,0,17,5
120,Math,56,1,14,13
120,Physics,98,5,5,17
120,Chemistry,75,2,5,7
120,Biology,73,0,16,15
120,English,79,5,8,15
120,History,97,2,15,11
120,Computer Science,40,4,17,18
121,Math,84,5,17,5
121,Physics,33,2,1,16
121,Chemistry,72,4,15,1
121,Biology,63,6,7,12
121,English,37,3,14,0
121,History,72,6,16,19
121,Computer Science,73,8,4,9
122,Math,65,4,9,10
122,Physics,71,7,1,7
122,Chemistry,77,5,4,2
122,Biology,42,9,3,8
122,English,83,7,1,18
122,History,30,8,6,16
122,Computer Science,96,3,19,2
123,Math,46,1,12,19
123,Physics,82,1,3,0
123,Chemistry,30,9,12,19
123,Biology,39,8,8,4
123,English,94,0,1,12
123,History,70,3,4,10
123,Computer Science,85,2,2,11
124,Math,55,2,18,12
124,Physics,89,6,14,6
124,Chemistry,55,7,4,13
124,Biology,33,6,9,19
124,English,44,1,19,12
124,History,37,8,15,18
124,Computer Science,75,8,3,14
125,Math,66,0,2,14
125,Physics,53,7,3,1
125,Chemistry,53,7,9,3
125,Biology,96,1,16,19
125,English,52,4,8,5
125,History,86,9,7,6
125,Computer Science,67,4,19,2
126,Math,80,5,14,3
126,Physics,67,2,3,14
126,Chemistry,70,4,12,17
126,Biology,59,4,15,18
126,English,86,5,3,6
126,History,45,7,7,16
126,Computer Science,45,6,9,9
127,Math,61,1,8,16
127,Physics,40,9,16,3
127,Chemistry,77,3,14,4
127,Biology,94,8,18,3
127,English,95,7,14,6
127,History,99,0,14,6
127,Computer Science,86,0,1,8
128,Math,42,5,5,19
128,Physics,81,4,2,16
128,Chemistry,92,0,11,15
128,Biology,76,6,0,16
128,English,96,9,14,3
128,History,61,3,17,16
128,Computer Science,72,3,2,7
129,Math,87,0,13,1
129,Physics,90,6,3,18
129,Chemistry,35,8,0,16
129,Biology,69,2,0,4
129,English,56,5,7,12
129,History,93,2,18,11
129,Computer Science,72,9,19,3
130,Math,73,6,1,18
130,Physics,86,4,7,6
130,Chemistry,85,6,2,17
130,Biology,45,6,18,18
130,English,41,4,10,4
130,History,56,0,5,0
130,Computer Science,34,8,13,4
131,Math,88,0,17,15
131,Physics,48,5,4,1
131,Chemistry,76,6,3,0
131,Biology,42,3,6,14
131,English,43,6,18,19
131,History,58,7,17,9
131,Computer Science,86,7,9,16
132,Math,95,5,4,8
132,Physics,98,1,19,8
132,Chemistry,78,0,11,6
132,Biology,32,9,1,2
132,English,31,7,9,5
132,History,51,9,10,6
132,Computer Science,58,5,19,8
133,Math,83,3,11,18
133,Physics,95,4,1,2
133,Chemistry,35,9,8,0
133,Biology,77,5,8,3
133,English,88,1,3,0
133,History,55,8,9,14
133,Computer Science,88,5,18,15
134,Math,50,7,3,1
134,Physics,59,8,12,0
134,Chemistry,74,3,6,16
134,Biology,38,3,18,0
134,English,39,3,8,12
134,History,75,9,5,15
134,Computer Science,67,0,9,17
135,Math,56,5,17,2
135,Physics,54,3,8,18
135,Chemistry,46,8,8,9
135,Biology,79,3,12,7
135,English,68,0,14,19
135,History,76,0,13,4
135,Computer Science,72,1,7,10
136,Math,90,1,2,0
136,Physics,45,1,15,9
136,Chemistry,67,2,3,12
136,Biology,75,2,9,5
136,English,94,6,13,7
136,History,80,9,16,8
136,Computer Science,35,8,6,16
137,Math,89,0,4,8
137,Physics,85,4,1,10
137,Chemistry,89,5,7,3
137,Biology,66,1,1,10
137,English,87,8,12,3
137,History,36,5,3,14
137,Computer Science,30,6,2,13
138,Math,67,1,0,5
138,Physics,67,4,15,4
138,Chemistry,50,1,6,2
138,Biology,76,3,18,2
138,English,97,4,0,3
138,History,41,7,9,19
138,Computer Science,54,6,13,4
139,Math,65,9,16,9
139,Physics,87,6,15,0
139,Chemistry,90,8,5,18
139,Biology,64,6,8,4
139,English,71,6,16,11
139,History,96,8,8,14
139,Computer Science,66,6,12,13
140,Math,52,0,7,1
140,Physics,35,1,0,16
140,Chemistry,61,9,18,13
140,Biology,39,2,3,1
140,English,57,6,14,18
140,History,44,7,7,10
140,Computer Science,38,0,0,18
141,Math,96,9,7,14
141,Physics,94,1,1,18
141,Chemistry,42,5,0,1
141,Biology,77,0,6,16
141,English,42,4,16,2
141,History,36,9,16,6
141,Computer Science,82,0,16,16
142,Math,72,8,2,14
142,Physics,58,4,10,15
142,Chemistry,54,5,8,0
142,Biology,70,2,11,18
142,English,58,2,18,1
142,History,70,2,10,13
142,Computer Science,59,8,7,17
143,Math,80,1,7,5
143,Physics,86,7,3,14
143,Chemistry,86,0,12,17
143,Biology,95,5,14,19
143,English,93,9,2,18
143,History,32,5,13,7
143,Computer Science,88,6,3,19
144,Math,59,1,16,8
144,Physics,60,1,14,15
144,Chemistry,54,3,7,8
144,Biology,87,4,15,12
